source,participant,date,OS,frameRate,rt,corr,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target
./data/5dde843983e309dfeaf240e9_lexical_decision_task_MP_exp2_2020-11-25_11h40.27.651.csv,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,Win32,60,725.795,1,222,WORD,UN,16,casino,HINDER
./data/5dde843983e309dfeaf240e9_lexical_decision_task_MP_exp2_2020-11-25_11h40.27.651.csv,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,Win32,60,866.3,1,407,NW,UN,33,hurnia,SUIVER
./data/5dde843983e309dfeaf240e9_lexical_decision_task_MP_exp2_2020-11-25_11h40.27.651.csv,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,Win32,60,763.9899999999999,1,431,NW,UN,16,lunker,CHRUMS
./data/5dde843983e309dfeaf240e9_lexical_decision_task_MP_exp2_2020-11-25_11h40.27.651.csv,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,Win32,60,648.88,1,383,NW,UN,33,guesco,AUNGRE
./data/5dde843983e309dfeaf240e9_lexical_decision_task_MP_exp2_2020-11-25_11h40.27.651.csv,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,Win32,60,603.5749999999999,1,347,NW,ID,16,kerift,KERIFT
./data/5dde843983e309dfeaf240e9_lexical_decision_task_MP_exp2_2020-11-25_11h40.27.651.csv,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,Win32,60,605.52,1,479,NW,UN,16,josted,LOBUSH
./data/5dde843983e309dfeaf240e9_lexical_decision_task_MP_exp2_2020-11-25_11h40.27.651.csv,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,Win32,60,617.9449999999999,1,235,WORD,UN,16,pirate,GRUMPY
./data/5dde843983e309dfeaf240e9_lexical_decision_task_MP_exp2_2020-11-25_11h40.27.651.csv,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,Win32,60,481.565,0,267,NW,ID,33,pasink,PASINK
./data/5dde843983e309dfeaf240e9_lexical_decision_task_MP_exp2_2020-11-25_11h40.27.651.csv,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,Win32,60,898.01,1,392,NW,UN,33,ganous,ROUNCY
./data/5dde843983e309dfeaf240e9_lexical_decision_task_MP_exp2_2020-11-25_11h40.27.651.csv,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,Win32,60,636.115,1,166,WORD,UN,33,design,STARCH
./data/5dde843983e309dfeaf240e9_lexical_decision_task_MP_exp2_2020-11-25_11h40.27.651.csv,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,Win32,60,631.225,1,41,WORD,ID,33,spring,SPRING
./data/5dde843983e309dfeaf240e9_lexical_decision_task_MP_exp2_2020-11-25_11h40.27.651.csv,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,Win32,60,700.395,1,165,WORD,UN,33,starch,INVEST
./data/5dde843983e309dfeaf240e9_lexical_decision_task_MP_exp2_2020-11-25_11h40.27.651.csv,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,Win32,60,481.77500000000003,1,55,WORD,ID,33,stroke,STROKE
./data/5dde843983e309dfeaf240e9_lexical_decision_task_MP_exp2_2020-11-25_11h40.27.651.csv,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,Win32,60,376.82,0,249,NW,ID,33,batrol,BATROL
./data/5dde843983e309dfeaf240e9_lexical_decision_task_MP_exp2_2020-11-25_11h40.27.651.csv,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,Win32,60,635.35,1,445,NW,UN,16,runamo,MINKEL
./data/5dde843983e309dfeaf240e9_lexical_decision_task_MP_exp2_2020-11-25_11h40.27.651.csv,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,Win32,60,922.395,1,420,NW,UN,33,pauche,GUSHOP
./data/5dde843983e309dfeaf240e9_lexical_decision_task_MP_exp2_2020-11-25_11h40.27.651.csv,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,Win32,60,592.58,1,346,NW,ID,16,saudic,SAUDIC
./data/5dde843983e309dfeaf240e9_lexical_decision_task_MP_exp2_2020-11-25_11h40.27.651.csv,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,Win32,60,523.0749999999999,0,218,WORD,UN,16,bucket,SHRINK
./data/5dde843983e309dfeaf240e9_lexical_decision_task_MP_exp2_2020-11-25_11h40.27.651.csv,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,Win32,60,1025.6799999999998,0,444,NW,UN,16,minkel,JAUNCE
./data/5dde843983e309dfeaf240e9_lexical_decision_task_MP_exp2_2020-11-25_11h40.27.651.csv,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,Win32,60,1136.5400000000002,1,369,NW,UN,33,sleact,WRONCH
./data/5dde843983e309dfeaf240e9_lexical_decision_task_MP_exp2_2020-11-25_11h40.27.651.csv,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,Win32,60,687.035,1,174,WORD,UN,33,fabric,TURKEY
./data/5dde843983e309dfeaf240e9_lexical_decision_task_MP_exp2_2020-11-25_11h40.27.651.csv,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,Win32,60,756.385,1,106,WORD,ID,16,ransom,RANSOM
./data/5dde843983e309dfeaf240e9_lexical_decision_task_MP_exp2_2020-11-25_11h40.27.651.csv,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,Win32,60,626.5849999999999,1,225,WORD,UN,16,kidney,VULGAR
./data/5dde843983e309dfeaf240e9_lexical_decision_task_MP_exp2_2020-11-25_11h40.27.651.csv,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,Win32,60,616.8900000000001,1,42,WORD,ID,33,chapel,CHAPEL
./data/5dde843983e309dfeaf240e9_lexical_decision_task_MP_exp2_2020-11-25_11h40.27.651.csv,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,Win32,60,441.09999999999997,1,25,WORD,ID,33,domain,DOMAIN
./data/5dde843983e309dfeaf240e9_lexical_decision_task_MP_exp2_2020-11-25_11h40.27.651.csv,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,Win32,60,1157.9250000000002,1,472,NW,UN,16,crible,CIGNEY
./data/5dde843983e309dfeaf240e9_lexical_decision_task_MP_exp2_2020-11-25_11h40.27.651.csv,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,Win32,60,647.685,1,410,NW,UN,33,orchin,TUNORY
./data/5dde843983e309dfeaf240e9_lexical_decision_task_MP_exp2_2020-11-25_11h40.27.651.csv,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,Win32,60,590.02,1,181,WORD,UN,16,winter,GLANCE
./data/5dde843983e309dfeaf240e9_lexical_decision_task_MP_exp2_2020-11-25_11h40.27.651.csv,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,Win32,60,566.2199999999999,1,103,WORD,ID,16,bounce,BOUNCE
./data/5dde843983e309dfeaf240e9_lexical_decision_task_MP_exp2_2020-11-25_11h40.27.651.csv,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,Win32,60,631.715,1,315,NW,ID,16,laston,LASTON
./data/5dde843983e309dfeaf240e9_lexical_decision_task_MP_exp2_2020-11-25_11h40.27.651.csv,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,Win32,60,667.08,0,33,WORD,ID,33,butler,BUTLER
./data/5dde843983e309dfeaf240e9_lexical_decision_task_MP_exp2_2020-11-25_11h40.27.651.csv,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,Win32,60,652.925,1,72,WORD,ID,16,bright,BRIGHT
./data/5dde843983e309dfeaf240e9_lexical_decision_task_MP_exp2_2020-11-25_11h40.27.651.csv,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,Win32,60,580.835,1,208,WORD,UN,16,search,HOCKEY
./data/5dde843983e309dfeaf240e9_lexical_decision_task_MP_exp2_2020-11-25_11h40.27.651.csv,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,Win32,60,452.28000000000003,1,2,WORD,ID,33,bridge,BRIDGE
./data/5dde843983e309dfeaf240e9_lexical_decision_task_MP_exp2_2020-11-25_11h40.27.651.csv,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,Win32,60,1052.19,1,461,NW,UN,16,absult,JUSTRE
./data/5dde843983e309dfeaf240e9_lexical_decision_task_MP_exp2_2020-11-25_11h40.27.651.csv,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,Win32,60,530.645,1,224,WORD,UN,16,vulgar,PERIOD
./data/5dde843983e309dfeaf240e9_lexical_decision_task_MP_exp2_2020-11-25_11h40.27.651.csv,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,Win32,60,720.51,1,330,NW,ID,16,kensom,KENSOM
./data/5dde843983e309dfeaf240e9_lexical_decision_task_MP_exp2_2020-11-25_11h40.27.651.csv,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,Win32,60,647.925,1,141,WORD,UN,33,spruce,ORPHAN
./data/5dde843983e309dfeaf240e9_lexical_decision_task_MP_exp2_2020-11-25_11h40.27.651.csv,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,Win32,60,764.915,1,334,NW,ID,16,watmeg,WATMEG
./data/5dde843983e309dfeaf240e9_lexical_decision_task_MP_exp2_2020-11-25_11h40.27.651.csv,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,Win32,60,655.855,0,151,WORD,UN,33,rocket,MYSTIC
./data/5dde843983e309dfeaf240e9_lexical_decision_task_MP_exp2_2020-11-25_11h40.27.651.csv,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,Win32,60,698.305,1,375,NW,UN,33,iguare,YORQUE
./data/5dde843983e309dfeaf240e9_lexical_decision_task_MP_exp2_2020-11-25_11h40.27.651.csv,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,Win32,60,690.9300000000001,1,243,NW,ID,33,musied,MUSIED
./data/5dde843983e309dfeaf240e9_lexical_decision_task_MP_exp2_2020-11-25_11h40.27.651.csv,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,Win32,60,786.395,1,359,NW,ID,16,fonver,FONVER
./data/5dde843983e309dfeaf240e9_lexical_decision_task_MP_exp2_2020-11-25_11h40.27.651.csv,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,Win32,60,989.3499999999999,1,195,WORD,UN,16,credit,RESIGN
./data/5dde843983e309dfeaf240e9_lexical_decision_task_MP_exp2_2020-11-25_11h40.27.651.csv,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,Win32,60,536.805,1,238,WORD,UN,16,grumpy,FLOWER
./data/5dde843983e309dfeaf240e9_lexical_decision_task_MP_exp2_2020-11-25_11h40.27.651.csv,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,Win32,60,682.4449999999999,1,480,NW,UN,16,knisma,ROBULY
./data/5dde843983e309dfeaf240e9_lexical_decision_task_MP_exp2_2020-11-25_11h40.27.651.csv,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,Win32,60,727.58,1,105,WORD,ID,16,number,NUMBER
./data/5dde843983e309dfeaf240e9_lexical_decision_task_MP_exp2_2020-11-25_11h40.27.651.csv,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,Win32,60,691.43,1,366,NW,UN,33,slique,TOSHEL
./data/5dde843983e309dfeaf240e9_lexical_decision_task_MP_exp2_2020-11-25_11h40.27.651.csv,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,Win32,60,717.27,1,323,NW,ID,16,rosail,ROSAIL
./data/5dde843983e309dfeaf240e9_lexical_decision_task_MP_exp2_2020-11-25_11h40.27.651.csv,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,Win32,60,822.1800000000001,1,96,WORD,ID,16,ignore,IGNORE
./data/5dde843983e309dfeaf240e9_lexical_decision_task_MP_exp2_2020-11-25_11h40.27.651.csv,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,Win32,60,421.76000000000005,0,425,NW,UN,16,schind,FRUDGE
./data/5dde843983e309dfeaf240e9_lexical_decision_task_MP_exp2_2020-11-25_11h40.27.651.csv,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,Win32,60,574.71,1,112,WORD,ID,16,breath,BREATH
./data/5dde843983e309dfeaf240e9_lexical_decision_task_MP_exp2_2020-11-25_11h40.27.651.csv,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,Win32,60,649.1550000000001,1,29,WORD,ID,33,sketch,SKETCH
./data/5dde843983e309dfeaf240e9_lexical_decision_task_MP_exp2_2020-11-25_11h40.27.651.csv,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,Win32,60,705.3549999999999,0,345,NW,ID,16,absend,ABSEND
./data/5dde843983e309dfeaf240e9_lexical_decision_task_MP_exp2_2020-11-25_11h40.27.651.csv,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,Win32,60,577.5949999999999,1,178,WORD,UN,33,mildew,INFORM
./data/5dde843983e309dfeaf240e9_lexical_decision_task_MP_exp2_2020-11-25_11h40.27.651.csv,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,Win32,60,557.0899999999999,1,58,WORD,ID,33,foster,FOSTER
./data/5dde843983e309dfeaf240e9_lexical_decision_task_MP_exp2_2020-11-25_11h40.27.651.csv,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,Win32,60,727,1,199,WORD,UN,16,beacon,INVOKE
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,1030.68,1,431,NW,UN,33,lunker,CHRUMS
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,850.8050000000001,1,316,NW,ID,33,scregm,SCREGM
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,887.135,1,433,NW,UN,33,pitrom,DRANCE
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,888.7049999999999,1,458,NW,UN,33,hocite,BARCET
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,608.19,1,65,WORD,ID,33,symbol,SYMBOL
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,772.8199999999999,0,21,WORD,UN,16,jockey,SIMPLE
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,855.675,1,468,NW,UN,33,padifs,WICTOR
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,779.27,1,353,NW,ID,33,clurey,CLUREY
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,813.11,1,407,NW,ID,16,suiver,SUIVER
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,608.1,1,448,NW,UN,33,brunge,SADENT
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,736.98,1,375,NW,ID,16,yorque,YORQUE
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,790.26,1,268,NW,UN,16,orchet,PACKES
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,635.915,1,48,WORD,UN,16,survey,WALNUT
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,279.96999999999997,1,61,WORD,ID,33,ponder,PONDER
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,619.3199999999999,1,356,NW,ID,33,othnis,OTHNIS
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,781.53,0,62,WORD,ID,33,region,REGION
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,765.5699999999999,0,272,NW,UN,16,sortel,DAMILT
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,763.9599999999999,0,36,WORD,UN,16,insult,VANISH
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,1514.6399999999999,1,209,WORD,UN,33,monkey,SEARCH
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,673.7800000000001,1,52,WORD,UN,16,police,IMPOSE
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,719.25,1,254,NW,UN,16,apight,VAROSH
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,673.825,1,2,WORD,UN,16,knight,BRIDGE
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,765.635,1,430,NW,UN,33,chrums,CAROEY
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,953.6949999999999,1,445,NW,UN,33,runamo,MINKEL
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,836.365,1,360,NW,ID,33,desory,DESORY
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,997.5,1,432,NW,UN,33,drance,LUNKER
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,567.075,1,127,WORD,ID,16,castle,CASTLE
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,668.72,1,354,NW,ID,33,virlex,VIRLEX
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,781.975,1,227,WORD,UN,33,master,SELDOM
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,1683.26,1,16,WORD,UN,16,charge,FAUCET
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,731.15,1,188,WORD,UN,33,censor,SOCIAL
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,938.08,1,454,NW,UN,33,tondle,SCOUGE
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,1032.94,1,74,WORD,ID,33,plaque,PLAQUE
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,930.1899999999999,1,374,NW,ID,16,sliant,SLIANT
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,863.965,1,126,WORD,ID,16,enough,ENOUGH
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,781.125,1,232,WORD,UN,33,nature,INJECT
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,931.365,1,197,WORD,UN,33,wicked,STREAM
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,811.89,1,419,NW,ID,16,slount,SLOUNT
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,830.245,1,88,WORD,ID,33,hunger,HUNGER
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,773.325,1,47,WORD,UN,16,walnut,INCOME
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,806.095,1,24,WORD,UN,16,domain,PRAISE
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,697.335,1,20,WORD,UN,16,simple,BREAST
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,731.375,1,137,WORD,ID,16,finger,FINGER
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,1087.76,1,194,WORD,UN,33,resign,ABSENT
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,1014.105,1,264,NW,UN,16,distar,VACKEL
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,1230.875,1,183,WORD,UN,33,sleazy,MILDEW
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,764.7049999999999,1,198,WORD,UN,33,invoke,WICKED
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,741.14,1,308,NW,ID,33,psetch,PSETCH
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,1383.545,0,176,WORD,ID,16,strife,STRIFE
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,1130.5149999999999,0,253,NW,UN,16,varosh,RESAIT
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,851.17,0,469,NW,UN,33,crudio,PADIFS
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,1114.205,1,296,NW,UN,16,fertic,BEINCH
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,1044.6599999999999,1,295,NW,UN,16,beinch,GLEATH
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,1113.65,1,290,NW,UN,16,pretch,SPLINO
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,796.595,1,13,WORD,UN,16,almost,STRIVE
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,757.74,1,404,NW,ID,16,cluirm,CLUIRM
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,903.78,1,234,WORD,UN,33,poster,CLUMSY
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,1103.2150000000001,1,50,WORD,UN,16,hungry,SNATCH
./data/5e19b24b2bf9512392d6dd90_lexical_decision_task_MP_exp2_2020-11-25_16h38.49.439.csv,5e19b24b2bf9512392d6dd90,2020-11-25_16h38.49.439,Win32,60,1684.155,1,437,NW,UN,33,baitch,SNAPEL
