counterbalancing_condition,instr_done_keyboard.keys,instr_done_keyboard.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,instr_done_touch.clicked_name,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,break_done_touch.clicked_name,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.1,,,,,,,,0.1,0,,,,,,414,NW,UN,33,higsta,SERBOL,z,,,,,,,0.27734375,-0.265625,0,0,0,,0,213,213,413,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.133,,,,,,,,0.133,1,,,,,,456,NW,UN,16,wanigh,BROGET,z,,,,,,,0.27734375,-0.265625,0,0,0,,0,214,214,455,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.094,,,,,,,,0.094,0,,,,,,458,NW,UN,16,chaite,BARCET,z,,,,,,,0.27734375,-0.265625,0,0,0,,0,215,215,457,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.075,,,,,,,,0.075,0,,,,,,137,WORD,UN,33,melody,FINGER,m,,,,,,,0.27734375,-0.265625,0,0,0,,0,216,216,136,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.009,,,,,,,,0.009,0,,,,,,193,WORD,UN,16,plague,OBJECT,m,,,,,,,0.27734375,-0.265625,0,0,0,,0,217,217,192,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.139,,,,,,,,0.139,0,,,,,,452,NW,UN,16,bolvis,SURDEN,z,,,,,,,0.27734375,-0.265625,0,0,0,,0,218,218,451,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.191,,,,,,,,1.191,1,,,,,,419,NW,UN,33,gushop,SLOUNT,z,,,,,,,0.27734375,-0.265625,0,0,0,,0,219,219,418,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.144,,,,,,,,0.144,0,,,,,,440,NW,UN,16,cainky,SARIDE,z,,,,,,,0.27734375,-0.265625,0,0,0,,0,220,220,439,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.101,,,,,,,,0.101,0,,,,,,38,WORD,"ID",33,powder,POWDER,m,,,,,,,0.27734375,-0.265625,0,0,0,,0,221,221,37,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.092,,,,,,,,0.092,1,,,,,,203,WORD,UN,16,burden,PHRASE,m,,,,,,,0.27734375,-0.265625,0,0,0,,0,222,222,202,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.125,,,,,,,,0.125,1,,,,,,345,NW,"ID",16,absend,ABSEND,z,,,,,,,0.27734375,-0.265625,0,0,0,,0,223,223,344,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.139,,,,,,,,0.139,0,,,,,,251,NW,"ID",33,lupict,LUPICT,z,,,,,,,0.27734375,-0.265625,0,0,0,,0,224,224,250,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.117,,,,,,,,0.117,0,,,,,,9,WORD,"ID",33,hustle,HUSTLE,m,,,,,,,0.27734375,-0.265625,0,0,0,,0,225,225,8,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.072,,,,,,,,0.072,1,,,,,,2,WORD,"ID",33,bridge,BRIDGE,m,,,,,,,0.27734375,-0.265625,0,0,0,,0,226,226,1,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.087,,,,,,,,0.087,0,,,,,,40,WORD,"ID",33,convey,CONVEY,m,,,,,,,0.27734375,-0.265625,0,0,0,,0,227,227,39,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.036,,,,,,,,0.036,1,,,,,,156,WORD,UN,33,pastor,CRADLE,m,,,,,,,0.27734375,-0.265625,0,0,0,,0,228,228,155,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.156,,,,,,,,0.156,0,,,,,,298,NW,"ID",33,piergy,PIERGY,z,,,,,,,0.27734375,-0.265625,0,0,0,,0,229,229,297,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.056,,,,,,,,0.056,0,,,,,,340,NW,"ID",16,fiatch,FIATCH,z,,,,,,,0.27734375,-0.265625,0,0,0,,0,230,230,339,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.118,,,,,,,,0.118,1,,,,,,459,NW,UN,16,mingar,BAFENT,z,,,,,,,0.27734375,-0.265625,0,0,0,,0,231,231,458,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.085,,,,,,,,0.085,1,,,,,,172,WORD,UN,33,shower,PATROL,m,,,,,,,0.27734375,-0.265625,0,0,0,,0,232,232,171,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.152,,,,,,,,0.152,1,,,,,,261,NW,"ID",33,stunch,STUNCH,z,,,,,,,0.27734375,-0.265625,0,0,0,,0,233,233,260,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.036,,,,,,,,0.036,1,,,,,,90,WORD,"ID",16,relish,RELISH,m,,,,,,,0.27734375,-0.265625,0,0,0,,0,234,234,89,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.101,,,,,,,,0.101,1,,,,,,450,NW,UN,16,rastoe,PHRECT,z,,,,,,,0.27734375,-0.265625,0,0,0,,0,235,235,449,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.073,,,,,,,,0.073,1,,,,,,58,WORD,"ID",33,foster,FOSTER,m,,,,,,,0.27734375,-0.265625,0,0,0,,0,236,236,57,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.134,,,,,,,,0.134,0,,,,,,187,WORD,UN,16,social,COURSE,m,,,,,,,0.27734375,-0.265625,0,0,0,,0,237,237,186,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.017,,,,,,,,0.017,0,,,,,,197,WORD,UN,16,wicked,STREAM,m,,,,,,,0.27734375,-0.265625,0,0,0,,0,238,238,196,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.06,,,,,,,,0.06,0,,,,,,429,NW,UN,16,caroey,FUNTLE,z,,,,,,,0.27734375,-0.265625,0,0,0,,0,239,239,428,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.149,,,,,,,,0.149,1,,,,,,448,NW,UN,16,brunge,SADENT,z,,,,,,,0.27734375,-0.265625,0,0,0,,0,240,240,447,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.037,,,,,,,,0.037,0,,,,,,379,NW,UN,33,cavory,AUTING,z,,,,,,,-0.03515625,-0.389322917,1,0,0,,0,241,241,378,1,break_done_button,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.636,,,,,,,,1.636,1,,,,,,453,NW,UN,16,scouge,BOLVIS,z,,,,,,,0.29296875,-0.358072917,0,0,0,,0,242,242,452,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.105,,,,,,,,0.105,1,,,,,,257,NW,"ID",33,veniod,VENIOD,z,,,,,,,0.29296875,-0.358072917,0,0,0,,0,243,243,256,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.022,,,,,,,,0.022,1,,,,,,434,NW,UN,16,impurb,PITROM,z,,,,,,,0.29296875,-0.358072917,0,0,0,,0,244,244,433,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.051,,,,,,,,0.051,1,,,,,,461,NW,UN,16,absult,JUSTRE,z,,,,,,,0.29296875,-0.358072917,0,0,0,,0,245,245,460,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.051,-1,,,,,,437,NW,UN,16,baitch,SNAPEL,z,,,,,,,0.29296875,-0.358072917,0,0,0,,0,246,246,436,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.051,-1,,,,,,80,WORD,"ID",16,family,FAMILY,m,,,,,,,0.29296875,-0.358072917,0,0,0,,0,247,247,79,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.051,-1,,,,,,118,WORD,"ID",16,flight,FLIGHT,m,,,,,,,0.29296875,-0.358072917,0,0,0,,0,248,248,117,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.051,-1,,,,,,150,WORD,UN,33,mystic,RANDOM,m,,,,,,,0.29296875,-0.358072917,0,0,0,,0,249,249,149,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.051,-1,,,,,,447,NW,UN,16,sadent,GIRCUE,z,,,,,,,0.29296875,-0.358072917,0,0,0,,0,250,250,446,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.051,-1,,,,,,236,WORD,UN,16,poster,PIRATE,m,,,,,,,0.29296875,-0.358072917,0,0,0,,0,251,251,235,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.051,-1,,,,,,371,NW,UN,33,ramily,GEILOY,z,,,,,,,0.29296875,-0.358072917,0,0,0,,0,252,252,370,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.817,,,,,,,,0.817,1,,,,,,445,NW,UN,16,runamo,MINKEL,z,,,,,,,0.29296875,-0.358072917,0,0,0,,0,253,253,444,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.069,,,,,,,,0.069,1,,,,,,217,WORD,UN,16,shrink,LIQUOR,m,,,,,,,0.29296875,-0.358072917,0,0,0,,0,254,254,216,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.069,-1,,,,,,355,NW,"ID",16,zingly,ZINGLY,z,,,,,,,0.29296875,-0.358072917,0,0,0,,0,255,255,354,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.069,-1,,,,,,444,NW,UN,16,minkel,JAUNCE,z,,,,,,,0.29296875,-0.358072917,0,0,0,,0,256,256,443,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.069,-1,,,,,,71,WORD,"ID",16,garden,GARDEN,m,,,,,,,0.29296875,-0.358072917,0,0,0,,0,257,257,70,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.069,-1,,,,,,214,WORD,UN,16,phobia,INTAKE,m,,,,,,,0.29296875,-0.358072917,0,0,0,,0,258,258,213,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.069,-1,,,,,,441,NW,UN,16,aboune,RASTOE,z,,,,,,,0.29296875,-0.358072917,0,0,0,,0,259,259,440,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.069,-1,,,,,,67,WORD,"ID",16,policy,POLICY,m,,,,,,,0.29296875,-0.358072917,0,0,0,,0,260,260,66,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.069,-1,,,,,,436,NW,UN,16,snapel,FRUTAN,z,,,,,,,0.29296875,-0.358072917,0,0,0,,0,261,261,435,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.069,-1,,,,,,320,NW,"ID",16,jockal,JOCKAL,z,,,,,,,0.29296875,-0.358072917,0,0,0,,0,262,262,319,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.069,-1,,,,,,328,NW,"ID",16,broake,BROAKE,z,,,,,,,0.29296875,-0.358072917,0,0,0,,0,263,263,327,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.069,-1,,,,,,121,WORD,UN,33,linger,THRIVE,m,,,,,,,0.29296875,-0.358072917,0,0,0,,0,264,264,120,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.069,-1,,,,,,396,NW,UN,33,camble,FLENGY,z,,,,,,,0.29296875,-0.358072917,0,0,0,,0,265,265,395,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.069,-1,,,,,,65,WORD,"ID",16,symbol,SYMBOL,m,,,,,,,0.29296875,-0.358072917,0,0,0,,0,266,266,64,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.069,-1,,,,,,42,WORD,"ID",33,chapel,CHAPEL,m,,,,,,,0.29296875,-0.358072917,0,0,0,,0,267,267,41,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.069,-1,,,,,,153,WORD,UN,33,author,BEHOLD,m,,,,,,,0.29296875,-0.358072917,0,0,0,,0,268,268,152,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.069,-1,,,,,,364,NW,UN,33,guairt,IMPOTE,z,,,,,,,0.29296875,-0.358072917,0,0,0,,0,269,269,363,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.069,-1,,,,,,171,WORD,UN,33,patrol,DEPART,m,,,,,,,0.29296875,-0.358072917,0,0,0,,0,270,270,170,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.069,-1,,,,,,326,NW,"ID",16,iguade,IGUADE,z,,,,,,,0.29296875,-0.358072917,0,0,0,,0,271,271,325,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.069,-1,,,,,,162,WORD,UN,33,string,CANDLE,m,,,,,,,0.29296875,-0.358072917,0,0,0,,0,272,272,161,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.069,-1,,,,,,26,WORD,"ID",33,sprint,SPRINT,m,,,,,,,0.29296875,-0.358072917,0,0,0,,0,273,273,25,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.069,-1,,,,,,12,WORD,"ID",33,orange,ORANGE,m,,,,,,,0.29296875,-0.358072917,0,0,0,,0,274,274,11,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.069,-1,,,,,,89,WORD,"ID",16,permit,PERMIT,m,,,,,,,0.29296875,-0.358072917,0,0,0,,0,275,275,88,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.069,-1,,,,,,112,WORD,"ID",16,breath,BREATH,m,,,,,,,0.29296875,-0.358072917,0,0,0,,0,276,276,111,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.069,-1,,,,,,312,NW,"ID",16,nerawl,NERAWL,z,,,,,,,0.29296875,-0.358072917,0,0,0,,0,277,277,311,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.069,-1,,,,,,449,NW,UN,16,phrect,BRUNGE,z,,,,,,,0.29296875,-0.358072917,0,0,0,,0,278,278,448,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.069,-1,,,,,,95,WORD,"ID",16,thread,THREAD,m,,,,,,,0.29296875,-0.358072917,0,0,0,,0,279,279,94,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.069,-1,,,,,,102,WORD,"ID",16,direct,DIRECT,m,,,,,,,0.29296875,-0.358072917,0,0,0,,0,280,280,101,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.069,-1,,,,,,466,NW,UN,16,pebric,HOCITE,z,,,,,,,0.29296875,-0.358072917,0,0,0,,0,281,281,465,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.069,-1,,,,,,37,WORD,"ID",33,insult,INSULT,m,,,,,,,0.29296875,-0.358072917,0,0,0,,0,282,282,36,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.069,-1,,,,,,22,WORD,"ID",33,jockey,JOCKEY,m,,,,,,,0.29296875,-0.358072917,0,0,0,,0,283,283,21,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.069,-1,,,,,,292,NW,"ID",33,ablint,ABLINT,z,,,,,,,0.29296875,-0.358072917,0,0,0,,0,284,284,291,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.069,-1,,,,,,49,WORD,"ID",33,survey,SURVEY,m,,,,,,,0.29296875,-0.358072917,0,0,0,,0,285,285,48,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.069,-1,,,,,,476,NW,UN,16,photie,JOSTED,z,,,,,,,0.29296875,-0.358072917,0,0,0,,0,286,286,475,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.069,-1,,,,,,407,NW,UN,33,hurnia,SUIVER,z,,,,,,,0.29296875,-0.358072917,0,0,0,,0,287,287,406,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.069,-1,,,,,,6,WORD,"ID",33,bundle,BUNDLE,m,,,,,,,0.29296875,-0.358072917,0,0,0,,0,288,288,5,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.069,-1,,,,,,64,WORD,"ID",16,throne,THRONE,m,,,,,,,0.29296875,-0.358072917,0,0,0,,0,289,289,63,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.069,-1,,,,,,56,WORD,"ID",33,ambush,AMBUSH,m,,,,,,,0.29296875,-0.358072917,0,0,0,,0,290,290,55,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.069,-1,,,,,,295,NW,"ID",33,gleath,GLEATH,z,,,,,,,0.29296875,-0.358072917,0,0,0,,0,291,291,294,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.069,-1,,,,,,228,WORD,UN,16,inject,MASTER,m,,,,,,,0.118489583,-0.498697917,0,0,0,,0,292,292,227,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.069,-1,,,,,,145,WORD,UN,33,couple,PARISH,m,,,,,,,0.118489583,-0.498697917,0,0,0,,0,293,293,144,1,,
