counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,instr_done_keyboard.rt,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_done_touch.clicked_name
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.707265,,,,,,,,0.707265,1,0,10,10,1,1,1002,WORD,"ID",33,adjust,ADJUST,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.47492,,,,,,,,0.47492,1,0,11,11,7,1,1008,WORD,UN,50,hurdle,VOLUME,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,1.14666,,,,,,,,1.14666,1,0,12,12,10,1,1011,NW,"ID",50,inlade,INLADE,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.955815,,,,,,,,0.955815,1,0,13,13,6,1,1007,WORD,UN,50,tropic,ZOMBIE,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.6894,,,,,,,,0.6894,1,0,14,14,5,1,1006,WORD,UN,33,frenzy,OBTAIN,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.800255,,,,,,,,0.800255,1,0,15,15,9,1,1010,NW,"ID",33,fariny,FARINY,z,,,,,,,,,,,,,,,,,
,,-0.05462963,-0.387037037,1,0,0,instr_done_button,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback, but it is very important that you respond as quickly and accurately as possible. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
There will be opportunities to take breaks at regular intervals during the experiment. When you are ready to start the experimental trials, please press space or touch the button below.",,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,1.13369,,,,,,,,1.13369,1,,,,,,177,WORD,"ID",50,advent,ADVENT,m,,,,,,-0.043518519,-0.366666667,0,0,0,,0,0,0,116,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.96567,,,,,,,,0.96567,1,,,,,,460,NW,UN,33,justre,MINGAR,z,,,,,,-0.042592593,-0.366666667,0,0,0,,0,1,1,399,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.859535,,,,,,,,0.859535,1,,,,,,352,NW,"ID",33,tringe,TRINGE,z,,,,,,-0.042592593,-0.366666667,0,0,0,,0,2,2,291,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.64797,,,,,,,,0.64797,1,,,,,,162,WORD,"ID",50,candle,CANDLE,m,,,,,,-0.042592593,-0.366666667,0,0,0,,0,3,3,101,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.51924,,,,,,,,0.51924,1,,,,,,163,WORD,"ID",50,string,STRING,m,,,,,,-0.042592593,-0.366666667,0,0,0,,0,4,4,102,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.588405,,,,,,,,0.588405,1,,,,,,350,NW,"ID",33,nagurs,NAGURS,z,,,,,,-0.042592593,-0.366666667,0,0,0,,0,5,5,289,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,1.044115,,,,,,,,1.044115,1,,,,,,260,NW,UN,50,stunch,UNJECT,z,,,,,,-0.042592593,-0.366666667,0,0,0,,0,6,6,439,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.66779,,,,,,,,0.66779,1,,,,,,13,WORD,UN,50,almost,STRIVE,m,,,,,,-0.041666667,-0.366666667,0,0,0,,0,7,7,192,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.46425,,,,,,,,0.46425,1,,,,,,144,WORD,"ID",50,sponge,SPONGE,m,,,,,,-0.040740741,-0.366666667,0,0,0,,0,8,8,83,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.680805,,,,,,,,0.680805,1,,,,,,242,NW,UN,50,musied,UNWERT,z,,,,,,-0.039814815,-0.366666667,0,0,0,,0,9,9,421,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.674195,,,,,,,,0.674195,1,,,,,,265,NW,UN,50,varmit,DISTAR,z,,,,,,-0.039814815,-0.366666667,0,0,0,,0,10,10,444,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,1.25212,,,,,,,,1.25212,1,,,,,,107,WORD,"ID",33,slogan,SLOGAN,m,,,,,,-0.038888889,-0.366666667,0,0,0,,0,11,11,46,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.700505,,,,,,,,0.700505,1,,,,,,455,NW,UN,33,broget,TONDLE,z,,,,,,-0.038888889,-0.366666667,0,0,0,,0,12,12,394,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.62522,,,,,,,,0.62522,1,,,,,,292,NW,UN,50,swance,ABLINT,z,,,,,,-0.037037037,-0.365740741,0,0,0,,0,13,13,471,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,1.067625,,,,,,,,1.067625,1,,,,,,281,NW,UN,50,porlex,MELATY,z,,,,,,-0.037037037,-0.365740741,0,0,0,,0,14,14,460,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.5878,,,,,,,,0.5878,1,,,,,,67,WORD,"ID",33,policy,POLICY,m,,,,,,-0.037037037,-0.365740741,0,0,0,,0,15,15,6,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.66861,,,,,,,,0.66861,1,,,,,,272,NW,UN,50,sortel,DAMILT,z,,,,,,-0.037037037,-0.365740741,0,0,0,,0,16,16,451,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.94879,,,,,,,,0.94879,1,,,,,,413,NW,"ID",50,equats,EQUATS,z,,,,,,-0.035185185,-0.365740741,0,0,0,,0,17,17,352,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.70084,,,,,,,,0.70084,1,,,,,,134,WORD,"ID",50,staple,STAPLE,m,,,,,,-0.035185185,-0.365740741,0,0,0,,0,18,18,73,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.65311,,,,,,,,0.65311,1,,,,,,355,NW,"ID",33,zingly,ZINGLY,z,,,,,,-0.035185185,-0.365740741,0,0,0,,0,19,19,294,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.60161,,,,,,,,0.60161,1,,,,,,84,WORD,"ID",33,mortal,MORTAL,m,,,,,,-0.031481481,-0.365740741,0,0,0,,0,20,20,23,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.820445,,,,,,,,0.820445,1,,,,,,225,WORD,UN,33,casino,VULGAR,m,,,,,,-0.031481481,-0.365740741,0,0,0,,0,21,21,164,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.58905,,,,,,,,0.58905,1,,,,,,414,NW,"ID",50,serbol,SERBOL,z,,,,,,-0.031481481,-0.365740741,0,0,0,,0,22,22,353,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.60812,,,,,,,,0.60812,1,,,,,,209,WORD,UN,33,monkey,SEARCH,m,,,,,,-0.031481481,-0.365740741,0,0,0,,0,23,23,148,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.385315,,,,,,,,0.385315,1,,,,,,79,WORD,"ID",33,theory,THEORY,m,,,,,,-0.031481481,-0.365740741,0,0,0,,0,24,24,18,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.56859,,,,,,,,0.56859,1,,,,,,83,WORD,"ID",33,result,RESULT,m,,,,,,-0.031481481,-0.365740741,0,0,0,,0,25,25,22,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.602205,,,,,,,,0.602205,1,,,,,,51,WORD,UN,50,impose,HUNGRY,m,,,,,,-0.031481481,-0.365740741,0,0,0,,0,26,26,230,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.62793,,,,,,,,0.62793,1,,,,,,1,WORD,UN,50,ethnic,FRIGHT,m,,,,,,-0.031481481,-0.365740741,0,0,0,,0,27,27,180,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.64415,,,,,,,,0.64415,1,,,,,,45,WORD,UN,50,single,CLERGY,m,,,,,,-0.031481481,-0.365740741,0,0,0,,0,28,28,224,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,1.79579,,,,,,,,1.79579,1,,,,,,266,NW,UN,50,pasink,VARMIT,z,,,,,,-0.031481481,-0.365740741,0,0,0,,0,29,29,445,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.58178,,,,,,,,0.58178,1,,,,,,179,WORD,"ID",50,basket,BASKET,m,,,,,,-0.031481481,-0.365740741,0,0,0,,0,30,30,118,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,0,0.695055,,,,,,,,0.695055,0,,,,,,4,WORD,UN,50,plunge,TRENCH,m,,,,,,-0.031481481,-0.365740741,0,0,0,,0,31,31,183,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.51723,,,,,,,,0.51723,1,,,,,,76,WORD,"ID",33,exotic,EXOTIC,m,,,,,,-0.02962963,-0.365740741,0,0,0,,0,32,32,15,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,0,1.161705,,,,,,,,1.161705,0,,,,,,345,NW,"ID",33,absend,ABSEND,z,,,,,,-0.025,-0.365740741,0,0,0,,0,33,33,284,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.420695,,,,,,,,0.420695,1,,,,,,63,WORD,"ID",33,launch,LAUNCH,m,,,,,,-0.024074074,-0.365740741,0,0,0,,0,34,34,2,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.766605,,,,,,,,0.766605,1,,,,,,262,NW,UN,50,dolica,QUILEW,z,,,,,,0.000925926,-0.390740741,0,0,0,,0,35,35,441,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,1.034765,,,,,,,,1.034765,1,,,,,,59,WORD,UN,50,pencil,SPLINT,m,,,,,,0.000925926,-0.390740741,0,0,0,,0,36,36,238,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.58408,,,,,,,,0.58408,1,,,,,,466,NW,UN,33,robuly,HOCITE,z,,,,,,0.000925926,-0.390740741,0,0,0,,0,37,37,405,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,1.455505,,,,,,,,1.455505,1,,,,,,189,WORD,UN,33,backup,CENSOR,m,,,,,,0.000925926,-0.390740741,0,0,0,,0,38,38,128,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.54434,,,,,,,,0.54434,1,,,,,,39,WORD,UN,50,convey,INSECT,m,,,,,,0.000925926,-0.390740741,0,0,0,,0,39,39,218,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.856065,,,,,,,,0.856065,1,,,,,,401,NW,"ID",50,mustil,MUSTIL,z,,,,,,0.000925926,-0.390740741,0,0,0,,0,40,40,340,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.689935,,,,,,,,0.689935,1,,,,,,346,NW,"ID",33,saudic,SAUDIC,z,,,,,,0.000925926,-0.390740741,0,0,0,,0,41,41,285,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.56659,,,,,,,,0.56659,1,,,,,,14,WORD,UN,50,orange,ALMOST,m,,,,,,0.000925926,-0.390740741,0,0,0,,0,42,42,193,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.63521,,,,,,,,0.63521,1,,,,,,300,NW,UN,50,smenco,YARION,z,,,,,,0.000925926,-0.390740741,0,0,0,,0,43,43,479,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.625105,,,,,,,,0.625105,1,,,,,,301,NW,"ID",33,fainch,FAINCH,z,,,,,,0.000925926,-0.390740741,0,0,0,,0,44,44,240,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.77769,,,,,,,,0.77769,1,,,,,,454,NW,UN,33,tondle,SCOUGE,z,,,,,,0.000925926,-0.390740741,0,0,0,,0,45,45,393,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.588925,,,,,,,,0.588925,1,,,,,,70,WORD,"ID",33,square,SQUARE,m,,,,,,0.000925926,-0.390740741,0,0,0,,0,46,46,9,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.68554,,,,,,,,0.68554,1,,,,,,391,NW,"ID",50,theldy,THELDY,z,,,,,,0.000925926,-0.390740741,0,0,0,,0,47,47,330,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,1.01743,,,,,,,,1.01743,1,,,,,,389,NW,"ID",50,witmer,WITMER,z,,,,,,0.000925926,-0.390740741,0,0,0,,0,48,48,328,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.51625,,,,,,,,0.51625,1,,,,,,323,NW,"ID",33,rosail,ROSAIL,z,,,,,,0.000925926,-0.390740741,0,0,0,,0,49,49,262,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.616265,,,,,,,,0.616265,1,,,,,,223,WORD,UN,33,period,KIDNEY,m,,,,,,0.000925926,-0.390740741,0,0,0,,0,50,50,162,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.726775,,,,,,,,0.726775,1,,,,,,423,NW,UN,33,praile,STRELD,z,,,,,,0.000925926,-0.390740741,0,0,0,,0,51,51,362,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.656765,,,,,,,,0.656765,1,,,,,,383,NW,"ID",50,aungre,AUNGRE,z,,,,,,0.000925926,-0.390740741,0,0,0,,0,52,52,322,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.647715,,,,,,,,0.647715,1,,,,,,442,NW,UN,33,dorsex,ABOUNE,z,,,,,,0.000925926,-0.390740741,0,0,0,,0,53,53,381,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.607755,,,,,,,,0.607755,1,,,,,,121,WORD,"ID",50,thrive,THRIVE,m,,,,,,0.000925926,-0.390740741,0,0,0,,0,54,54,60,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.350715,,,,,,,,0.350715,1,,,,,,117,WORD,"ID",33,branch,BRANCH,m,,,,,,0.000925926,-0.390740741,0,0,0,,0,55,55,56,1,
