counterbalancing_condition,instr_done_keyboard.keys,instr_done_keyboard.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_done_keyboard.rt,trials.order
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.653515,,,,,,,,0.653515,1,,,,,,104,WORD,"ID",50,studio,STUDIO,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,68,68,103,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.853965,,,,,,,,0.853965,1,,,,,,90,WORD,"ID",50,relish,RELISH,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,69,69,89,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.60032,,,,,,,,0.60032,1,,,,,,63,WORD,"ID",50,launch,LAUNCH,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,70,70,62,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.84135,,,,,,,,0.84135,1,,,,,,111,WORD,"ID",50,induce,INDUCE,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,71,71,110,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.7026,,,,,,,,0.7026,1,,,,,,429,NW,UN,50,caroey,FUNTLE,z,,,,,,-0.03009251,-0.394907491,0,0,0,,0,72,72,428,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.65143,,,,,,,,0.65143,1,,,,,,275,NW,"ID",33,sleirt,SLEIRT,z,,,,,,-0.03009251,-0.394907491,0,0,0,,0,73,73,274,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,1.02366,,,,,,,,1.02366,1,,,,,,247,NW,"ID",33,blarge,BLARGE,z,,,,,,-0.03009251,-0.394907491,0,0,0,,0,74,74,246,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.71669,,,,,,,,0.71669,1,,,,,,44,WORD,"ID",33,danger,DANGER,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,75,75,43,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.779155,,,,,,,,0.779155,1,,,,,,337,NW,"ID",50,rejols,REJOLS,z,,,,,,-0.03009251,-0.394907491,0,0,0,,0,76,76,336,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.851075,,,,,,,,0.851075,1,,,,,,338,NW,"ID",50,wreash,WREASH,z,,,,,,-0.03009251,-0.394907491,0,0,0,,0,77,77,337,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.66868,,,,,,,,0.66868,1,,,,,,66,WORD,"ID",50,gospel,GOSPEL,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,78,78,65,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.53592,,,,,,,,0.53592,1,,,,,,75,WORD,"ID",50,trophy,TROPHY,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,79,79,74,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.57562,,,,,,,,0.57562,1,,,,,,179,WORD,UN,33,silent,BASKET,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,80,80,178,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.539185,,,,,,,,0.539185,1,,,,,,135,WORD,UN,33,chrome,IMPORT,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,81,81,134,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.502375,,,,,,,,0.502375,1,,,,,,109,WORD,"ID",50,wonder,WONDER,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,82,82,108,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.684195,,,,,,,,0.684195,1,,,,,,282,NW,"ID",33,porlex,PORLEX,z,,,,,,-0.03009251,-0.394907491,0,0,0,,0,83,83,281,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.66614,,,,,,,,0.66614,1,,,,,,306,NW,"ID",50,sounge,SOUNGE,z,,,,,,-0.03009251,-0.394907491,0,0,0,,0,84,84,305,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.56667,,,,,,,,0.56667,1,,,,,,423,NW,UN,50,praile,STRELD,z,,,,,,-0.03009251,-0.394907491,0,0,0,,0,85,85,422,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.6103,,,,,,,,0.6103,1,,,,,,256,NW,"ID",33,inlors,INLORS,z,,,,,,-0.03009251,-0.394907491,0,0,0,,0,86,86,255,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.63144,,,,,,,,0.63144,1,,,,,,412,NW,UN,33,equats,JILUER,z,,,,,,-0.03009251,-0.394907491,0,0,0,,0,87,87,411,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.636925,,,,,,,,0.636925,1,,,,,,6,WORD,"ID",33,bundle,BUNDLE,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,88,88,5,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.68564,,,,,,,,0.68564,1,,,,,,255,NW,"ID",33,apight,APIGHT,z,,,,,,-0.03009251,-0.394907491,0,0,0,,0,89,89,254,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.616605,,,,,,,,0.616605,1,,,,,,35,WORD,"ID",33,socket,SOCKET,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,90,90,34,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.7874,,,,,,,,0.7874,1,,,,,,361,NW,UN,33,tireau,PAUCHE,z,,,,,,-0.03009251,-0.394907491,0,0,0,,0,91,91,360,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.739985,,,,,,,,0.739985,1,,,,,,217,WORD,UN,50,shrink,LIQUOR,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,92,92,216,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.63077,,,,,,,,0.63077,1,,,,,,223,WORD,UN,50,period,KIDNEY,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,93,93,222,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,0.65899,,,,,,,,0.65899,0,,,,,,468,NW,UN,50,padifs,WICTOR,z,,,,,,-0.03009251,-0.394907491,0,0,0,,0,94,94,467,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,0.77799,,,,,,,,0.77799,0,,,,,,145,WORD,UN,33,couple,PARISH,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,95,95,144,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,0.886065,,,,,,,,0.886065,0,,,,,,230,WORD,UN,50,export,FRINGE,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,96,96,229,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,1.04624,,,,,,,,1.04624,1,,,,,,366,NW,UN,33,slique,TOSHEL,z,,,,,,-0.03009251,-0.394907491,0,0,0,,0,97,97,365,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.74863,,,,,,,,0.74863,1,,,,,,185,WORD,UN,50,portal,BOTHER,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,98,98,184,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.73149,,,,,,,,0.73149,1,,,,,,201,WORD,UN,50,factor,ADMIRE,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,99,99,200,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.822445,,,,,,,,0.822445,1,,,,,,301,NW,"ID",50,fainch,FAINCH,z,,,,,,-0.03009251,-0.394907491,0,0,0,,0,100,100,300,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.625455,,,,,,,,0.625455,1,,,,,,264,NW,"ID",33,vackel,VACKEL,z,,,,,,-0.03009251,-0.394907491,0,0,0,,0,101,101,263,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,0.882345,,,,,,,,0.882345,0,,,,,,314,NW,"ID",50,sprine,SPRINE,z,,,,,,-0.03009251,-0.394907491,0,0,0,,0,102,102,313,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.65187,,,,,,,,0.65187,1,,,,,,300,NW,"ID",33,yarion,YARION,z,,,,,,-0.03009251,-0.394907491,0,0,0,,0,103,103,299,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.77802,,,,,,,,0.77802,1,,,,,,190,WORD,UN,50,stable,BACKUP,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,104,104,189,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.636195,,,,,,,,0.636195,1,,,,,,148,WORD,UN,33,invade,CUSTOM,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,105,105,147,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.75281,,,,,,,,0.75281,1,,,,,,125,WORD,UN,33,blouse,NICKEL,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,106,106,124,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.501255,,,,,,,,0.501255,1,,,,,,221,WORD,UN,50,hinder,MASCOT,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,107,107,220,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.37369,,,,,,,,0.37369,1,,,,,,64,WORD,"ID",50,throne,THRONE,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,108,108,63,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.59913,,,,,,,,0.59913,1,,,,,,175,WORD,UN,33,strife,FABRIC,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,109,109,174,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.61662,,,,,,,,0.61662,1,,,,,,232,WORD,UN,50,nature,INJECT,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,110,110,231,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.665415,,,,,,,,0.665415,1,,,,,,376,NW,UN,33,sliant,IGUARE,z,,,,,,-0.03009251,-0.394907491,0,0,0,,0,111,111,375,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.601515,,,,,,,,0.601515,1,,,,,,470,NW,UN,50,nobest,CRUDIO,z,,,,,,-0.03009251,-0.394907491,0,0,0,,0,112,112,469,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.66893,,,,,,,,0.66893,1,,,,,,214,WORD,UN,50,phobia,INTAKE,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,113,113,213,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.701805,,,,,,,,0.701805,1,,,,,,5,WORD,"ID",33,plunge,PLUNGE,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,114,114,4,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.70401,,,,,,,,0.70401,1,,,,,,199,WORD,UN,50,beacon,INVOKE,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,115,115,198,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.84825,,,,,,,,0.84825,1,,,,,,296,NW,"ID",33,beinch,BEINCH,z,,,,,,-0.03009251,-0.394907491,0,0,0,,0,116,116,295,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.708165,,,,,,,,0.708165,1,,,,,,378,NW,UN,33,auting,SHRILE,z,,,,,,-0.03009251,-0.394907491,0,0,0,,0,117,117,377,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.617385,,,,,,,,0.617385,1,,,,,,403,NW,UN,33,cluirm,BRUATS,z,,,,,,-0.03009251,-0.394907491,0,0,0,,0,118,118,402,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.57299,,,,,,,,0.57299,1,,,,,,107,WORD,"ID",50,slogan,SLOGAN,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,119,119,106,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.68263,,,,,,,,0.68263,1,,,,,,446,NW,UN,50,gircue,RUNAMO,z,,,,,,-0.03009251,-0.394907491,0,0,0,space,0,120,120,445,1,32.65769,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.877985,,,,,,,,0.877985,1,,,,,,16,WORD,"ID",33,faucet,FAUCET,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,121,121,15,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.731225,,,,,,,,0.731225,1,,,,,,293,NW,"ID",33,swance,SWANCE,z,,,,,,-0.03009251,-0.394907491,0,0,0,,0,122,122,292,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,0.691185,,,,,,,,0.691185,0,,,,,,307,NW,"ID",50,kirafe,KIRAFE,z,,,,,,-0.03009251,-0.394907491,0,0,0,,0,123,123,306,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,0.885065,,,,,,,,0.885065,0,,,,,,19,WORD,"ID",33,patron,PATRON,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,124,124,18,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.617855,,,,,,,,0.617855,1,,,,,,280,NW,"ID",33,curbol,CURBOL,z,,,,,,-0.03009251,-0.394907491,0,0,0,,0,125,125,279,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.537545,,,,,,,,0.537545,1,,,,,,78,WORD,"ID",50,column,COLUMN,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,126,126,77,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.90346,,,,,,,,0.90346,1,,,,,,172,WORD,UN,33,shower,PATROL,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,127,127,171,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.577755,,,,,,,,0.577755,1,,,,,,149,WORD,UN,33,random,INVADE,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,128,128,148,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.7008,,,,,,,,0.7008,1,,,,,,353,NW,"ID",50,clurey,CLUREY,z,,,,,,-0.03009251,-0.394907491,0,0,0,,0,129,129,352,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,1.313435,,,,,,,,1.313435,1,,,,,,248,NW,"ID",33,strole,STROLE,z,,,,,,-0.03009251,-0.394907491,0,0,0,,0,130,130,247,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.64149,,,,,,,,0.64149,1,,,,,,54,WORD,"ID",33,ramble,RAMBLE,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,131,131,53,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.61463,,,,,,,,0.61463,1,,,,,,408,NW,UN,33,flumni,HURNIA,z,,,,,,-0.03009251,-0.394907491,0,0,0,,0,132,132,407,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.48599,,,,,,,,0.48599,1,,,,,,192,WORD,UN,50,object,PLAGUE,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,133,133,191,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.670565,,,,,,,,0.670565,1,,,,,,158,WORD,UN,33,detail,ISLAND,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,134,134,157,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,,0,,,,,,,,,0.670565,-1,,,,,,358,NW,"ID",50,fleack,FLEACK,z,,,,,,-0.03009251,-0.394907491,0,0,0,,0,135,135,357,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,1.676535,,,,,,,,1.676535,1,,,,,,240,WORD,UN,50,glance,FOREST,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,136,136,239,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,,0,,,,,,,,,1.676535,-1,,,,,,26,WORD,"ID",33,sprint,SPRINT,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,137,137,25,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,0.83488,,,,,,,,0.83488,0,,,,,,304,NW,"ID",50,cludie,CLUDIE,z,,,,,,-0.03009251,-0.394907491,0,0,0,,0,138,138,303,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,1.199885,,,,,,,,1.199885,1,,,,,,132,WORD,UN,33,bleach,STRONG,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,139,139,131,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,0.660105,,,,,,,,0.660105,0,,,,,,348,NW,"ID",50,dumple,DUMPLE,z,,,,,,-0.03009251,-0.394907491,0,0,0,,0,140,140,347,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.7498,,,,,,,,0.7498,1,,,,,,67,WORD,"ID",50,policy,POLICY,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,141,141,66,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,1.018695,,,,,,,,1.018695,1,,,,,,401,NW,UN,33,elopia,MUSTIL,z,,,,,,-0.03009251,-0.394907491,0,0,0,,0,142,142,400,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.4837,,,,,,,,0.4837,1,,,,,,34,WORD,"ID",33,jungle,JUNGLE,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,143,143,33,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.50128,,,,,,,,0.50128,1,,,,,,21,WORD,"ID",33,simple,SIMPLE,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,144,144,20,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.635,,,,,,,,0.635,1,,,,,,471,NW,UN,50,cigney,NOBEST,z,,,,,,-0.03009251,-0.394907491,0,0,0,,0,145,145,470,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.784735,,,,,,,,0.784735,1,,,,,,191,WORD,UN,50,absent,STABLE,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,146,146,190,1,,
