counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,response.rt,instr_done_keyboard.rt,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h46.26.946,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.218,1,,,,,,4,WORD,UN,16,plunge,TRENCH,m,0.218,,,,,,,0.293729373,-0.321782178,0,0,0,,0,46,46,183,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h46.26.946,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.224,0,,,,,,395,NW,"ID",16,colury,COLURY,z,0.224,,,,,,,0.293729373,-0.321782178,0,0,0,,0,47,47,334,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h46.26.946,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.224,-1,,,,,,20,WORD,UN,16,simple,BREAST,m,,,,,,,,0.293729373,-0.321782178,0,0,0,,0,48,48,199,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h46.26.946,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.105,0,,,,,,301,NW,"ID",33,fainch,FAINCH,z,0.105,,,,,,,0.293729373,-0.321782178,0,0,0,,0,49,49,240,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h46.26.946,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.105,-1,,,,,,343,NW,"ID",33,aimosy,AIMOSY,z,,,,,,,,-3.587458746,-0.48679868,0,0,0,,0,50,50,282,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h46.26.946,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.105,-1,,,,,,276,NW,UN,16,petain,YARMON,z,,,,,,,,-3.587458746,-0.48679868,0,0,0,,0,51,51,455,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h46.26.946,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.105,-1,,,,,,230,WORD,UN,33,mother,FRINGE,m,,,,,,,,-3.587458746,-0.48679868,0,0,0,,0,52,52,169,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h46.26.946,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.105,-1,,,,,,470,NW,UN,33,nobest,CRUDIO,z,,,,,,,,-3.587458746,-0.48679868,0,0,0,,0,53,53,409,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h46.26.946,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.105,-1,,,,,,340,NW,"ID",33,fiatch,FIATCH,z,,,,,,,,-3.587458746,-0.48679868,0,0,0,,0,54,54,279,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h46.26.946,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.105,-1,,,,,,279,NW,UN,16,curbol,CELOND,z,,,,,,,,-3.587458746,-0.48679868,0,0,0,,0,55,55,458,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h46.26.946,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.105,-1,,,,,,166,WORD,"ID",16,starch,STARCH,m,,,,,,,,-3.587458746,-0.48679868,0,0,0,,0,56,56,105,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h46.26.946,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.105,-1,,,,,,378,NW,"ID",16,shrile,SHRILE,z,,,,,,,,-3.587458746,-0.48679868,0,0,0,,0,57,57,317,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h46.26.946,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.105,-1,,,,,,393,NW,"ID",16,ganous,GANOUS,z,,,,,,,,-3.587458746,-0.48679868,0,0,0,,0,58,58,332,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h46.26.946,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.105,-1,,,,,,2,WORD,UN,16,knight,BRIDGE,m,,,,,,,,-3.587458746,-0.48679868,0,0,0,,0,59,59,181,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h46.26.946,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.105,-1,,,,,,299,NW,UN,16,yarion,STURCH,z,,,,,,,,-3.587458746,-0.48679868,0,0,0,,0,60,60,478,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h46.26.946,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.105,-1,,,,,,399,NW,"ID",16,fouret,FOURET,z,,,,,,,,-3.587458746,-0.48679868,0,0,0,,0,61,61,338,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h46.26.946,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.105,-1,,,,,,474,NW,UN,33,acrise,HABLIN,z,,,,,,,,-3.587458746,-0.48679868,0,0,0,,0,62,62,413,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h46.26.946,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.105,-1,,,,,,148,WORD,"ID",16,custom,CUSTOM,m,,,,,,,,-3.587458746,-0.48679868,0,0,0,,0,63,63,87,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h46.26.946,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.105,-1,,,,,,333,NW,"ID",33,catrie,CATRIE,z,,,,,,,,-3.587458746,-0.48679868,0,0,0,,0,64,64,272,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h46.26.946,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.105,-1,,,,,,33,WORD,UN,16,jungle,BUTLER,m,,,,,,,,-3.587458746,-0.48679868,0,0,0,,0,65,65,212,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h46.26.946,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.105,-1,,,,,,116,WORD,"ID",33,tumble,TUMBLE,m,,,,,,,,-3.587458746,-0.48679868,0,0,0,,0,66,66,55,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h46.26.946,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.105,-1,,,,,,435,NW,UN,33,frutan,IMPURB,z,,,,,,,,-3.587458746,-0.48679868,0,0,0,,0,67,67,374,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h46.26.946,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.105,-1,,,,,,367,NW,"ID",16,slique,SLIQUE,z,,,,,,,,-3.587458746,-0.48679868,0,0,0,,0,68,68,306,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h46.26.946,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.105,-1,,,,,,439,NW,UN,33,saride,LIMPOR,z,,,,,,,,-3.587458746,-0.48679868,0,0,0,,0,69,69,378,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h46.26.946,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.105,-1,,,,,,26,WORD,UN,16,butler,SPRINT,m,,,,,,,,-3.587458746,-0.48679868,0,0,0,,0,70,70,205,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h46.26.946,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.105,-1,,,,,,145,WORD,"ID",16,parish,PARISH,m,,,,,,,,-3.587458746,-0.48679868,0,0,0,,0,71,71,84,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h46.26.946,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.105,-1,,,,,,66,WORD,"ID",33,gospel,GOSPEL,m,,,,,,,,-3.587458746,-0.48679868,0,0,0,,0,72,72,5,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h46.26.946,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.105,-1,,,,,,430,NW,UN,33,chrums,CAROEY,z,,,,,,,,-3.587458746,-0.48679868,0,0,0,,0,73,73,369,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h46.26.946,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.105,-1,,,,,,53,WORD,UN,16,ramble,POLICE,m,,,,,,,,-3.587458746,-0.48679868,0,0,0,,0,74,74,232,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h46.26.946,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.105,-1,,,,,,23,WORD,UN,16,praise,WEALTH,m,,,,,,,,-3.587458746,-0.48679868,0,0,0,,0,75,75,202,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h46.26.946,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.105,-1,,,,,,224,WORD,UN,33,vulgar,PERIOD,m,,,,,,,,-3.587458746,-0.48679868,0,0,0,,0,76,76,163,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h46.26.946,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.105,-1,,,,,,442,NW,UN,33,dorsex,ABOUNE,z,,,,,,,,-3.587458746,-0.48679868,0,0,0,,0,77,77,381,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h46.26.946,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.105,-1,,,,,,129,WORD,"ID",16,marvel,MARVEL,m,,,,,,,,-3.587458746,-0.48679868,0,0,0,,0,78,78,68,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h46.26.946,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.105,-1,,,,,,454,NW,UN,33,tondle,SCOUGE,z,,,,,,,,-3.587458746,-0.48679868,0,0,0,,0,79,79,393,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h46.26.946,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.105,-1,,,,,,56,WORD,UN,16,change,AMBUSH,m,,,,,,,,-3.587458746,-0.48679868,0,0,0,,0,80,80,235,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h46.26.946,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.105,-1,,,,,,151,WORD,"ID",16,mystic,MYSTIC,m,,,,,,,,-3.587458746,-0.48679868,0,0,0,,0,81,81,90,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h46.26.946,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.105,-1,,,,,,75,WORD,"ID",33,trophy,TROPHY,m,,,,,,,,-3.587458746,-0.48679868,0,0,0,,0,82,82,14,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h46.26.946,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.105,-1,,,,,,260,NW,UN,16,stunch,UNJECT,z,,,,,,,,-3.587458746,-0.48679868,0,0,0,,0,83,83,439,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h46.26.946,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.105,-1,,,,,,63,WORD,"ID",33,launch,LAUNCH,m,,,,,,,,-3.587458746,-0.48679868,0,0,0,,0,84,84,2,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h46.26.946,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.105,-1,,,,,,305,NW,"ID",33,forgle,FORGLE,z,,,,,,,,-3.587458746,-0.48679868,0,0,0,,0,85,85,244,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h46.26.946,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.105,-1,,,,,,157,WORD,"ID",16,dragon,DRAGON,m,,,,,,,,-3.587458746,-0.48679868,0,0,0,,0,86,86,96,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h46.26.946,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.105,-1,,,,,,327,NW,"ID",33,plenac,PLENAC,z,,,,,,,,-3.587458746,-0.48679868,0,0,0,,0,87,87,266,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h46.26.946,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.105,-1,,,,,,51,WORD,UN,16,impose,HUNGRY,m,,,,,,,,-3.587458746,-0.48679868,0,0,0,,0,88,88,230,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h46.26.946,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.105,-1,,,,,,444,NW,UN,33,minkel,JAUNCE,z,,,,,,,,-3.587458746,-0.48679868,0,0,0,,0,89,89,383,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h46.26.946,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.105,-1,,,,,,315,NW,"ID",33,laston,LASTON,z,,,,,,,,-3.587458746,-0.48679868,0,0,0,,0,90,90,254,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h46.26.946,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.105,-1,,,,,,461,NW,UN,33,absult,JUSTRE,z,,,,,,,,-3.587458746,-0.48679868,0,0,0,,0,91,91,400,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h46.26.946,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.105,-1,,,,,,187,WORD,UN,33,social,COURSE,m,,,,,,,,-3.587458746,-0.48679868,0,0,0,,0,92,92,126,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h46.26.946,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.105,-1,,,,,,401,NW,"ID",16,mustil,MUSTIL,z,,,,,,,,-3.587458746,-0.48679868,0,0,0,,0,93,93,340,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h46.26.946,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.105,-1,,,,,,143,WORD,"ID",16,reason,REASON,m,,,,,,,,-3.587458746,-0.48679868,0,0,0,,0,94,94,82,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h46.26.946,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.105,-1,,,,,,473,NW,UN,33,hablin,CRIBLE,z,,,,,,,,-3.587458746,-0.48679868,0,0,0,,0,95,95,412,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h46.26.946,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.105,-1,,,,,,263,NW,UN,16,vackel,DOLICA,z,,,,,,,,-3.587458746,-0.48679868,0,0,0,,0,96,96,442,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h46.26.946,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.105,-1,,,,,,380,NW,"ID",16,cavory,CAVORY,z,,,,,,,,-3.587458746,-0.48679868,0,0,0,,0,97,97,319,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h46.26.946,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.105,-1,,,,,,314,NW,"ID",33,sprine,SPRINE,z,,,,,,,,-3.587458746,-0.48679868,0,0,0,,0,98,98,253,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h46.26.946,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.105,-1,,,,,,165,WORD,"ID",16,invest,INVEST,m,,,,,,,,-3.587458746,-0.48679868,0,0,0,,0,99,99,104,1
