counterbalancing_condition,instr_done_keyboard.keys,instr_done_keyboard.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.57263,,,,,,,,0.57263,1,0,6,6,6,1,1007,WORD,UN,16,tropic,ZOMBIE,m,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.851545,,,,,,,,0.851545,1,0,7,7,10,1,1011,NW,"ID",16,inlade,INLADE,z,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.815095,,,,,,,,0.815095,1,0,8,8,13,1,1014,NW,UN,33,winfer,ROUPET,z,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.700175,,,,,,,,0.700175,1,0,9,9,4,1,1005,WORD,UN,33,abound,SQUEAK,m,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.917665,,,,,,,,0.917665,1,0,10,10,9,1,1010,NW,"ID",33,fariny,FARINY,z,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.896875,,,,,,,,0.896875,1,0,11,11,11,1,1012,NW,"ID",16,rashet,RASHET,z,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.514325,,,,,,,,0.514325,1,0,12,12,3,1,1004,WORD,"ID",16,matrix,MATRIX,m,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.6181,,,,,,,,0.6181,1,0,13,13,2,1,1003,WORD,"ID",16,almond,ALMOND,m,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.98146,,,,,,,,0.98146,1,0,14,14,14,1,1015,NW,UN,16,miaber,THRALE,z,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.630185,,,,,,,,0.630185,1,0,15,15,5,1,1006,WORD,UN,33,frenzy,OBTAIN,m,,,,,,,,,,,,,,,,
,space,1.51276,0.412037037,-0.037037037,0,0,0,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback, but it is very important that you respond as quickly and accurately as possible. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
There will be opportunities to take breaks at regular intervals during the experiment. When you are ready to start the experimental trials, please press space or touch the button below.",,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.735125,,,,,,,,0.735125,1,,,,,,147,WORD,UN,33,custom,GARLIC,m,,,,,,0.412037037,-0.037037037,0,0,0,,0,0,0,146,1
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.634525,,,,,,,,0.634525,0,,,,,,426,NW,UN,16,frudge,URIVEL,z,,,,,,0.412037037,-0.037037037,0,0,0,,0,1,1,425,1
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.00712,,,,,,,,1.00712,1,,,,,,402,NW,UN,33,bruats,SYNTIC,z,,,,,,0.412037037,-0.037037037,0,0,0,,0,2,2,401,1
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.728395,,,,,,,,0.728395,1,,,,,,117,WORD,"ID",16,branch,BRANCH,m,,,,,,0.412037037,-0.037037037,0,0,0,,0,3,3,116,1
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.605375,,,,,,,,0.605375,1,,,,,,67,WORD,"ID",16,policy,POLICY,m,,,,,,0.412037037,-0.037037037,0,0,0,,0,4,4,66,1
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.62236,,,,,,,,0.62236,1,,,,,,171,WORD,UN,33,patrol,DEPART,m,,,,,,0.412037037,-0.037037037,0,0,0,,0,5,5,170,1
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.70083,,,,,,,,0.70083,1,,,,,,6,WORD,"ID",33,bundle,BUNDLE,m,,,,,,0.412037037,-0.037037037,0,0,0,,0,6,6,5,1
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.567495,,,,,,,,0.567495,1,,,,,,20,WORD,"ID",33,breast,BREAST,m,,,,,,0.412037037,-0.037037037,0,0,0,,0,7,7,19,1
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.78431,,,,,,,,0.78431,1,,,,,,470,NW,UN,16,nobest,CRUDIO,z,,,,,,0.412037037,-0.037037037,0,0,0,,0,8,8,469,1
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.667745,,,,,,,,0.667745,1,,,,,,118,WORD,"ID",16,flight,FLIGHT,m,,,,,,0.412037037,-0.037037037,0,0,0,,0,9,9,117,1
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.750445,,,,,,,,0.750445,0,,,,,,418,NW,UN,33,slount,SUIDLE,z,,,,,,0.412037037,-0.037037037,0,0,0,,0,10,10,417,1
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.822475,,,,,,,,0.822475,1,,,,,,54,WORD,"ID",33,ramble,RAMBLE,m,,,,,,0.412037037,-0.037037037,0,0,0,,0,11,11,53,1
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.91804,,,,,,,,0.91804,1,,,,,,360,NW,"ID",16,desory,DESORY,z,,,,,,0.412037037,-0.037037037,0,0,0,,0,12,12,359,1
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.66791,,,,,,,,0.66791,1,,,,,,201,WORD,UN,16,factor,ADMIRE,m,,,,,,0.412037037,-0.037037037,0,0,0,,0,13,13,200,1
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.217745,,,,,,,,1.217745,1,,,,,,293,NW,"ID",33,swance,SWANCE,z,,,,,,0.412037037,-0.037037037,0,0,0,,0,14,14,292,1
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.667225,,,,,,,,0.667225,1,,,,,,57,WORD,"ID",33,change,CHANGE,m,,,,,,0.412037037,-0.037037037,0,0,0,,0,15,15,56,1
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.63392,,,,,,,,0.63392,1,,,,,,231,WORD,UN,16,mother,EXPORT,m,,,,,,0.412037037,-0.037037037,0,0,0,,0,16,16,230,1
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.71846,,,,,,,,0.71846,1,,,,,,22,WORD,"ID",33,jockey,JOCKEY,m,,,,,,0.412037037,-0.037037037,0,0,0,,0,17,17,21,1
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.61725,,,,,,,,0.61725,1,,,,,,471,NW,UN,16,cigney,NOBEST,z,,,,,,0.412037037,-0.037037037,0,0,0,,0,18,18,470,1
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.58345,,,,,,,,0.58345,1,,,,,,149,WORD,UN,33,random,INVADE,m,,,,,,0.412037037,-0.037037037,0,0,0,,0,19,19,148,1
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.58431,,,,,,,,0.58431,1,,,,,,95,WORD,"ID",16,thread,THREAD,m,,,,,,0.412037037,-0.037037037,0,0,0,,0,20,20,94,1
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.401215,,,,,,,,1.401215,1,,,,,,454,NW,UN,16,tondle,SCOUGE,z,,,,,,0.412037037,-0.037037037,0,0,0,,0,21,21,453,1
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.91783,,,,,,,,0.91783,1,,,,,,460,NW,UN,16,justre,MINGAR,z,,,,,,0.412037037,-0.037037037,0,0,0,,0,22,22,459,1
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.1396,,,,,,,,1.1396,1,,,,,,409,NW,UN,33,tunory,ELOPIA,z,,,,,,0.412037037,-0.037037037,0,0,0,,0,23,23,408,1
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.639645,,,,,,,,0.639645,1,,,,,,140,WORD,UN,33,reason,PRINCE,m,,,,,,0.412037037,-0.037037037,0,0,0,,0,24,24,139,1
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.717785,,,,,,,,0.717785,1,,,,,,239,WORD,UN,16,forest,LUMBER,m,,,,,,0.412037037,-0.037037037,0,0,0,,0,25,25,238,1
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.784,,,,,,,,0.784,1,,,,,,391,NW,UN,33,rouncy,THELDY,z,,,,,,0.412037037,-0.037037037,0,0,0,,0,26,26,390,1
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.86666,,,,,,,,0.86666,1,,,,,,320,NW,"ID",16,jockal,JOCKAL,z,,,,,,0.412037037,-0.037037037,0,0,0,,0,27,27,319,1
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.617395,,,,,,,,0.617395,1,,,,,,59,WORD,"ID",33,splint,SPLINT,m,,,,,,0.412037037,-0.037037037,0,0,0,,0,28,28,58,1
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.791635,,,,,,,,0.791635,1,,,,,,442,NW,UN,16,dorsex,ABOUNE,z,,,,,,0.412037037,-0.037037037,0,0,0,,0,29,29,441,1
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.62554,,,,,,,,0.62554,1,,,,,,463,NW,UN,16,bafent,KISPEL,z,,,,,,0.412037037,-0.037037037,0,0,0,,0,30,30,462,1
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.70679,,,,,,,,0.70679,1,,,,,,215,WORD,UN,16,behalf,PHOBIA,m,,,,,,0.412037037,-0.037037037,0,0,0,,0,31,31,214,1
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.65172,,,,,,,,0.65172,1,,,,,,385,NW,UN,33,ancust,VEIGMA,z,,,,,,0.412037037,-0.037037037,0,0,0,,0,32,32,384,1
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.56834,,,,,,,,0.56834,1,,,,,,144,WORD,UN,33,parish,SPONGE,m,,,,,,0.412037037,-0.037037037,0,0,0,,0,33,33,143,1
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.61843,,,,,,,,0.61843,1,,,,,,162,WORD,UN,33,string,CANDLE,m,,,,,,0.412037037,-0.037037037,0,0,0,,0,34,34,161,1
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.64355,,,,,,,,0.64355,1,,,,,,75,WORD,"ID",16,trophy,TROPHY,m,,,,,,0.412037037,-0.037037037,0,0,0,,0,35,35,74,1
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.77393,,,,,,,,0.77393,1,,,,,,436,NW,UN,16,snapel,FRUTAN,z,,,,,,0.412037037,-0.037037037,0,0,0,,0,36,36,435,1
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.634595,,,,,,,,0.634595,0,,,,,,13,WORD,"ID",33,strive,STRIVE,m,,,,,,0.412037037,-0.037037037,0,0,0,,0,37,37,12,1
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.822555,,,,,,,,0.822555,1,,,,,,153,WORD,UN,33,author,BEHOLD,m,,,,,,0.412037037,-0.037037037,0,0,0,,0,38,38,152,1
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,1.084435,,,,,,,,1.084435,0,,,,,,344,NW,"ID",16,scrily,SCRILY,z,,,,,,0.412037037,-0.037037037,0,0,0,,0,39,39,343,1
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.79038,,,,,,,,0.79038,1,,,,,,408,NW,UN,33,flumni,HURNIA,z,,,,,,0.412037037,-0.037037037,0,0,0,,0,40,40,407,1
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.734445,,,,,,,,0.734445,1,,,,,,202,WORD,UN,16,phrase,FACTOR,m,,,,,,0.412037037,-0.037037037,0,0,0,,0,41,41,201,1
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.62228,,,,,,,,0.62228,1,,,,,,76,WORD,"ID",16,exotic,EXOTIC,m,,,,,,0.412037037,-0.037037037,0,0,0,,0,42,42,75,1
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.601265,,,,,,,,0.601265,1,,,,,,309,NW,"ID",16,amiloy,AMILOY,z,,,,,,0.412037037,-0.037037037,0,0,0,,0,43,43,308,1
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.63526,,,,,,,,0.63526,1,,,,,,248,NW,"ID",33,strole,STROLE,z,,,,,,0.412037037,-0.037037037,0,0,0,,0,44,44,247,1
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.634425,,,,,,,,0.634425,1,,,,,,401,NW,UN,33,elopia,MUSTIL,z,,,,,,0.412037037,-0.037037037,0,0,0,,0,45,45,400,1
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.60145,,,,,,,,0.60145,1,,,,,,228,WORD,UN,16,inject,MASTER,m,,,,,,0.412037037,-0.037037037,0,0,0,,0,46,46,227,1
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.70368,,,,,,,,0.70368,1,,,,,,211,WORD,UN,16,verify,INFECT,m,,,,,,0.412037037,-0.037037037,0,0,0,,0,47,47,210,1
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.667675,,,,,,,,0.667675,1,,,,,,382,NW,UN,33,aungre,SARLEY,z,,,,,,0.412037037,-0.037037037,0,0,0,,0,48,48,381,1
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.77451,,,,,,,,0.77451,1,,,,,,269,NW,"ID",33,orchet,ORCHET,z,,,,,,0.412037037,-0.037037037,0,0,0,,0,49,49,268,1
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.633935,,,,,,,,0.633935,1,,,,,,148,WORD,UN,33,invade,CUSTOM,m,,,,,,0.412037037,-0.037037037,0,0,0,,0,50,50,147,1
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.58573,,,,,,,,0.58573,1,,,,,,19,WORD,"ID",33,patron,PATRON,m,,,,,,0.412037037,-0.037037037,0,0,0,,0,51,51,18,1
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.59541,,,,,,,,0.59541,1,,,,,,100,WORD,"ID",16,carbon,CARBON,m,,,,,,0.412037037,-0.037037037,0,0,0,,0,52,52,99,1
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.590995,,,,,,,,0.590995,1,,,,,,188,WORD,UN,16,censor,SOCIAL,m,,,,,,0.412037037,-0.037037037,0,0,0,,0,53,53,187,1
,,,,,,,,,,,,,,,,,,5dde843983e309dfeaf240e9,2020-11-25_11h40.27.651,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.792445,,,,,,,,0.792445,1,,,,,,310,NW,"ID",16,daniet,DANIET,z,,,,,,0.412037037,-0.037037037,0,0,0,,0,54,54,309,1
