counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,break_done_touch.clicked_name
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.497527669,-0.305765689,1,0,0,1.0006,button_left,1.0006,1,0,6,6,11,1,1012,NW,"ID",16,rashet,RASHET,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.501645209,-0.27699702,1,0,0,1.0518,button_left,1.0518,1,0,7,7,9,1,1010,NW,"ID",33,fariny,FARINY,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.455684032,-0.329170746,1,0,0,0.6763,button_right,0.6763,1,0,8,8,6,1,1007,WORD,UN,16,tropic,ZOMBIE,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.452234657,-0.294306931,1,0,0,1.0017,button_left,1.0017,1,0,9,9,8,1,1009,NW,"ID",33,aslert,ASLERT,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.490168451,-0.301133387,1,0,0,0.6164,button_right,0.6164,1,0,10,10,7,1,1008,WORD,UN,16,hurdle,VOLUME,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.475910557,-0.29650116,1,0,0,0.7327,button_left,0.7327,1,0,11,11,14,1,1015,NW,UN,16,miaber,THRALE,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.477301144,-0.332583974,1,0,0,0.9321,button_right,0.9321,1,0,12,12,2,1,1003,WORD,"ID",16,almond,ALMOND,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.470763605,-0.283092165,1,0,0,0.9673,button_left,0.9673,1,0,13,13,10,1,1011,NW,"ID",16,inlade,INLADE,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.45053708,-0.312592145,1,0,0,0.6334,button_right,0.6334,1,0,14,14,5,1,1006,WORD,UN,33,frenzy,OBTAIN,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.449661181,-0.303083846,1,0,0,0.7673,button_left,0.7673,1,0,15,15,12,1,1013,NW,UN,33,adveil,SPRINY,z,,,,,,,,,,,,,,,,,
,,0.155617945,-0.383294707,1,0,0,instr_done_button,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback, but it is very important that you respond as quickly and accurately as possible. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
There will be opportunities to take breaks at regular intervals during the experiment. When you are ready to start the experimental trials, please press space or touch the button below.",,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.469580789,-0.297232619,1,0,0,0.9493,button_right,0.9493,1,,,,,,166,WORD,"ID",16,starch,STARCH,m,,,,,,0.469580789,-0.297232619,1,0,0,,0,0,0,105,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.467522038,-0.322100371,1,0,0,0.652,button_right,0.652,0,,,,,,261,NW,UN,16,quilew,STUNCH,z,,,,,,0.467522038,-0.322100371,1,0,0,,0,1,1,440,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.478330594,-0.328439213,1,0,0,0.6339,button_right,0.6339,1,,,,,,26,WORD,UN,16,butler,SPRINT,m,,,,,,0.478330594,-0.328439213,1,0,0,,0,2,2,205,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.470610091,-0.302840001,1,0,0,0.5501,button_right,0.5501,1,,,,,,155,WORD,"ID",16,lizard,LIZARD,m,,,,,,0.470610091,-0.302840001,1,0,0,,0,3,3,94,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.529953336,-0.295038464,1,0,0,0.8506,button_left,0.8506,1,,,,,,294,NW,UN,16,gleath,INHORT,z,,,,,,-0.529953336,-0.295038464,1,0,0,,0,4,4,473,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.442302074,-0.311860686,1,0,0,0.6363,button_right,0.6363,1,,,,,,148,WORD,"ID",16,custom,CUSTOM,m,,,,,,0.442302074,-0.311860686,1,0,0,,0,5,5,87,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.483992197,-0.292600317,1,0,0,1.168,button_right,1.168,1,,,,,,163,WORD,"ID",16,string,STRING,m,,,,,,0.483992197,-0.292600317,1,0,0,,0,6,6,102,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.481418647,-0.301377232,1,0,0,0.9204,button_right,0.9204,1,,,,,,222,WORD,UN,33,export,HINDER,m,,,,,,0.481418647,-0.301377232,1,0,0,,0,7,7,161,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.45156653,-0.320881371,1,0,0,0.6039,button_right,0.6039,1,,,,,,202,WORD,UN,33,phrase,FACTOR,m,,,,,,0.45156653,-0.320881371,1,0,0,,0,8,8,141,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.497012981,-0.269926793,1,0,0,0.7858,button_left,0.7858,1,,,,,,424,NW,UN,33,frudge,PRAILE,z,,,,,,-0.497012981,-0.269926793,1,0,0,,0,9,9,363,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.470248917,-0.310885531,1,0,0,1.3887,button_left,1.3887,1,,,,,,454,NW,UN,33,tondle,SCOUGE,z,,,,,,-0.470248917,-0.310885531,1,0,0,,0,10,10,393,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.358560507,-0.291868932,1,0,0,1.235,button_left,1.235,1,,,,,,300,NW,UN,16,smenco,YARION,z,,,,,,-0.358560507,-0.291868932,1,0,0,,0,11,11,479,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.464433837,-0.304546615,1,0,0,0.617,button_right,0.617,1,,,,,,197,WORD,UN,33,wicked,STREAM,m,,,,,,0.464433837,-0.304546615,1,0,0,,0,12,12,136,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.480903996,-0.288455704,1,0,0,1.0522,button_right,1.0522,1,,,,,,39,WORD,UN,16,convey,INSECT,m,,,,,,0.480903996,-0.288455704,1,0,0,,0,13,13,218,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.470610091,-0.295769775,1,0,0,1.1202,button_right,1.1202,1,,,,,,160,WORD,"ID",16,violet,VIOLET,m,,,,,,0.470610091,-0.295769775,1,0,0,,0,14,14,99,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.491197901,-0.287968089,1,0,0,0.6003,button_right,0.6003,1,,,,,,171,WORD,"ID",16,depart,DEPART,m,,,,,,0.491197901,-0.287968089,1,0,0,,0,15,15,110,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.492227202,-0.296745078,1,0,0,0.664,button_right,0.664,1,,,,,,70,WORD,"ID",33,square,SQUARE,m,,,,,,0.492227202,-0.296745078,1,0,0,,0,16,16,9,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.439728524,-0.278947404,1,0,0,0.8014,button_right,0.8014,1,,,,,,117,WORD,"ID",33,branch,BRANCH,m,,,,,,0.439728524,-0.278947404,1,0,0,,0,17,17,56,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.434066921,-0.294306931,1,0,0,0.6325,button_right,0.6325,1,,,,,,168,WORD,"ID",16,answer,ANSWER,m,,,,,,0.434066921,-0.294306931,1,0,0,,0,18,18,107,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.474366457,-0.294550775,1,0,0,0.7314,button_left,0.7314,1,,,,,,474,NW,UN,33,acrise,HABLIN,z,,,,,,-0.474366457,-0.294550775,1,0,0,,0,19,19,413,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.466646065,-0.319174757,1,0,0,0.6895,button_left,0.6895,1,,,,,,339,NW,"ID",33,fachow,FACHOW,z,,,,,,-0.466646065,-0.319174757,1,0,0,,0,20,20,278,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.498042357,-0.294794546,1,0,0,0.7708,button_left,0.7708,1,,,,,,285,NW,UN,16,reldon,PRUDGE,z,,,,,,-0.498042357,-0.294794546,1,0,0,,0,21,21,464,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.490321965,-0.302840001,1,0,0,0.7515,button_left,0.7515,1,,,,,,389,NW,"ID",16,witmer,WITMER,z,,,,,,-0.490321965,-0.302840001,1,0,0,,0,22,22,328,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.453625281,-0.318443372,1,0,0,0.683,button_right,0.683,1,,,,,,157,WORD,"ID",16,dragon,DRAGON,m,,,,,,0.453625281,-0.318443372,1,0,0,,0,23,23,96,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.490836653,-0.298207774,1,0,0,0.8008,button_left,0.8008,1,,,,,,338,NW,"ID",33,wreash,WREASH,z,,,,,,-0.490836653,-0.298207774,1,0,0,,0,24,24,277,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.478330594,-0.307716073,1,0,0,0.6164,button_right,0.6164,1,,,,,,2,WORD,UN,16,knight,BRIDGE,m,,,,,,0.478330594,-0.307716073,1,0,0,,0,25,25,181,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.475757043,-0.32283183,1,0,0,0.6315,button_right,0.6315,1,,,,,,36,WORD,UN,16,insult,VANISH,m,,,,,,0.475757043,-0.32283183,1,0,0,,0,26,26,215,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.454654731,-0.335997202,1,0,0,0.5987,button_right,0.5987,1,,,,,,182,WORD,UN,33,absent,WINTER,m,,,,,,0.454654731,-0.335997202,1,0,0,,0,27,27,121,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.460316334,-0.319662372,1,0,0,0.595,button_right,0.595,1,,,,,,172,WORD,"ID",16,patrol,PATROL,m,,,,,,0.460316334,-0.319662372,1,0,0,,0,28,28,111,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.508850912,-0.302596231,1,0,0,0.7848,button_left,0.7848,1,,,,,,255,NW,UN,16,inlors,APIGHT,z,,,,,,-0.508850912,-0.302596231,1,0,0,,0,29,29,434,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.465977937,-0.318443372,1,0,0,0.6324,button_right,0.6324,1,,,,,,4,WORD,UN,16,plunge,TRENCH,m,,,,,,0.465977937,-0.318443372,1,0,0,,0,30,30,183,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.491351341,-0.316736758,1,0,0,0.7181,button_left,0.7181,1,,,,,,412,NW,"ID",16,jiluer,JILUER,z,,,,,,-0.491351341,-0.316736758,1,0,0,,0,31,31,351,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.494954193,-0.290649933,1,0,0,0.7182,button_left,0.7182,1,,,,,,479,NW,UN,33,crible,LOBUSH,z,,,,,,-0.494954193,-0.290649933,1,0,0,,0,32,32,418,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.485175012,-0.299670618,1,0,0,0.6502,button_left,0.6502,1,,,,,,283,NW,UN,16,shaple,VERALF,z,,,,,,-0.485175012,-0.299670618,1,0,0,,0,33,33,462,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.473337081,-0.316492914,1,0,0,1.1815,button_left,1.1815,1,,,,,,427,NW,UN,33,tandly,SCHIND,z,,,,,,-0.473337081,-0.316492914,1,0,0,,0,34,34,366,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.483116261,-0.314054915,1,0,0,0.6808,button_left,0.6808,1,,,,,,302,NW,"ID",33,miluer,MILUER,z,,,,,,-0.483116261,-0.314054915,1,0,0,,0,35,35,241,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.49958642,-0.3242946,1,0,0,0.7874,button_left,0.7874,1,,,,,,409,NW,"ID",16,elopia,ELOPIA,z,,,,,,-0.49958642,-0.3242946,1,0,0,,0,36,36,348,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.441272624,-0.350137655,1,0,0,0.6502,button_right,0.6502,1,,,,,,50,WORD,UN,16,hungry,SNATCH,m,,,,,,0.441272624,-0.350137655,1,0,0,,0,37,37,229,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.477454621,-0.300158306,1,0,0,0.784,button_left,0.784,1,,,,,,249,NW,UN,16,milted,BATROL,z,,,,,,-0.477454621,-0.300158306,1,0,0,,0,38,38,428,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.447963678,-0.318443372,1,0,0,0.9513,button_right,0.9513,1,,,,,,131,WORD,"ID",16,quench,QUENCH,m,,,,,,0.447963678,-0.318443372,1,0,0,,0,39,39,70,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.477454621,-0.316736758,1,0,0,0.9028,button_left,0.9028,0,,,,,,144,WORD,"ID",16,sponge,SPONGE,m,,,,,,-0.477454621,-0.316736758,1,0,0,,0,40,40,83,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.491351341,-0.319662372,1,0,0,0.9008,button_left,0.9008,1,,,,,,467,NW,UN,33,wictor,GORBIE,z,,,,,,-0.491351341,-0.319662372,1,0,0,,0,41,41,406,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.492895404,-0.322100371,1,0,0,0.851,button_left,0.851,1,,,,,,357,NW,"ID",33,derain,DERAIN,z,,,,,,-0.492895404,-0.322100371,1,0,0,,0,42,42,296,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.431493518,-0.317224447,1,0,0,0.7351,button_right,0.7351,1,,,,,,74,WORD,"ID",33,plaque,PLAQUE,m,,,,,,0.431493518,-0.317224447,1,0,0,,0,43,43,13,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.473851769,-0.311129301,1,0,0,0.9579,button_left,0.9579,1,,,,,,464,NW,UN,33,whivex,CHAITE,z,,,,,,-0.473851769,-0.311129301,1,0,0,,0,44,44,403,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.491866028,-0.307716073,1,0,0,0.9017,button_left,0.9017,1,,,,,,316,NW,"ID",33,scregm,SCREGM,z,,,,,,-0.491866028,-0.307716073,1,0,0,,0,45,45,255,1,
